FID,Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,Sub Location,Spatial_Re,Facility Type,Agency,Latitude,Longitude,GlobalID,x,y
4360,65,GREENHILLS MEDICAL CLINIC,0,NYANZA,KISII CENTRAL,MASABA,NYARIBARI NYAMAGESA,ICHUNI,GPS,6,PRIV,-0.78565,34.94632,061e8a99-5f94-43c8-9152-5721e88b7ebd,34.94632,-0.78565
4361,95,FRIENDS LUGULU HOSPITAL,0,WESTERN,KAKAMEGA,KABRAS,SHIRUGU,SAMITSI,ILRI MKT CENTRE,5,PRIV,0.458159,34.750945,38ff4204-84e3-4ba3-b2a3-09bf48ab706a,34.750945,0.458159
4362,66,HEMA HOSPITAL,4240,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,5,PRIV,-0.67226,34.76921,95e894e8-92a4-4a6a-b6b0-32b8faacfa6e,34.76921,-0.67226
4363,96,GOOD HOPE MED CLINIC,0,WESTERN,KAKAMEGA,LURAMBI,BUKURA,EMUKAYA,AMKENI,6,PRIV,0.220499,34.614798,f46186c5-22b9-4bbb-9b34-70e9d5bb0bfb,34.614798,0.220499
4364,67,IKENYE MEDICAL CLINIC,1234,NYANZA,KISII CENTRAL,MOSOCHO,ETORA,RAGANGA,GPS,6,PRIV,-0.6142,34.7248,84aafdf3-b91b-4616-9b43-6dece8d5214c,34.7248,-0.6142
4365,68,IMPERIAL HEALTH SERVICES,0,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,-0.67179,34.77234,25a39852-cf24-4d47-b0f4-56b96b7ac293,34.77234,-0.67179
4366,97,GRAND PA MED CLINIC,0,WESTERN,KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,ESHIBULI,AMKENI,6,PRIV,0.280361,34.675233,8b9bc5c1-8cb1-4b4d-9824-1929c9f40680,34.675233,0.280361
4367,40,ISASE COMMUNITY DEV. CLINIC,0,NYANZA,KISII CENTRAL,SUNEKA,BOMARIBA,KEBOYE,GPS,6,PRIV,-0.60969,34.6737,65a36f73-bfd5-4c1e-87b0-932b45ecc8e2,34.6737,-0.60969
4368,98,HOLY GHOST CLINIC,0,WESTERN,KAKAMEGA,SHINYALU,KHAYEGA,SHIRULU,AMKENI,6,PRIV,0.20801,34.794812,443f28f2-2a29-414e-b739-68d287b36c0d,34.794812,0.20801
4369,99,JOSTER MED CLINIC,0,WESTERN,KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,ESHIBULI,AMKENI,6,PRIV,0.280194,34.673983,8f4524dd-0f60-4744-b296-ebf02f91b431,34.673983,0.280194
4370,69,J.  MATANGILI MEDICAL CLINIC,0,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,-0.67406,34.77007,1d3177fd-85f2-4f36-bca0-974c002e24fb,34.77007,-0.67406
4371,100,KOAN MEDICAL CLINIC,0,WESTERN,KAKAMEGA,SHINYALU,KHAYEGA,SHITOCHI,AMKENI,6,PRIV,0.209025,34.771058,459cc340-59e6-4c05-8cae-74cd1a0ce3f3,34.771058,0.209025
4372,70,JOY HEALTH CARE FOUNDATION CLINIC,0,NYANZA,KISII CENTRAL,KEUMBU,KEGATI,KEGATI,GPS,6,PRIV,-0.70764,34.82024,92e3ca12-425f-4b19-af3e-24af29d3cf2f,34.82024,-0.70764
4373,101,MATIOLI AFYA CLINIC,0,WESTERN,KAKAMEGA,LURAMBI,BUKURA,MATIOI,AMKENI,6,PRIV,0.203703,34.627436,3962378a-93ed-458c-8370-599b700526b3,34.627436,0.203703
4374,71,KERERI HEALTH CLINIC,3020,NYANZA,KISII CENTRAL,KEUMBU,BOSONGO,NYAURA,ILRI VILLAGES,6,PRIV,-0.68,34.77,ccfa48bc-e2ac-4d96-95e1-453461f63569,34.77,-0.68
4375,102,MATIOLI COMMUNITY HEALTH CENTRE,0,WESTERN,KAKAMEGA,LURAMBI,BUKURA,MATIOI,AMKENI,6,PRIV,0.203032,34.622624,1b50598f-9c1f-401c-ab52-d0a4ed2b5952,34.622624,0.203032
4376,72,KEUMBU MEDICAL CLINIC,3021,NYANZA,KISII CENTRAL,KEUMBU,KEUMBU,NYAMWARE,GPS,6,PRIV,-0.73118,34.84504,9eaecee6-b816-4944-9170-a5a90de9ab06,34.84504,-0.73118
4377,103,MERCY CLINIC,0,WESTERN,KAKAMEGA,KABRAS,KABRAS CENTRAL,MATIOLI,AMKENI,6,PRIV,0.48879,34.83652,d1489e0b-8063-4903-ac18-141d411e0987,34.83652,0.48879
4378,0,KIAMOKAMA CLINIC,0,NYANZA,KISII CENTRAL,MASABA,NYARIBARI CENTRAL,CHIRONGE,GPS,6,PRIV,-0.828667,34.8826,61166583-607d-4059-a82a-c463dd82c267,34.8826,-0.828667
4379,104,MOMBASA ROYAL CLINIC,0,WESTERN,KAKAMEGA,SHINYALU,SHIBUYE,SHING'ONDO,AMKENI,6,PRIV,0.226695,34.815894,26ecd259-0671-41ef-903b-76e72d5d9dcc,34.815894,0.226695
4380,73,KIOGE JUNCTION MEDICAL CLINIC,0,NYANZA,KISII CENTRAL,MOSOCHO,NYAKOE,BONYAGATANYI,GPS,6,PRIV,-0.62028,34.75363,7b117e02-ee27-42fa-bd1d-1bdd8758c59b,34.75363,-0.62028
4381,105,MOSQUE MEDICAL CENTRE,0,WESTERN,KAKAMEGA,MUNICIPALITY,BUKHUNGU,SHIRERE,ILRI TOWNS,6,PRIV,0.274589,34.76403,0114367e-06c1-4d8d-87b7-d81840eef77c,34.76403,0.274589
4382,106,MUHWESO CLINIC,0,WESTERN,KAKAMEGA,NAVAKHOLO,NAMBACHA,MUKHWESO(KK),SUBLOC CENTROID,6,PRIV,0.388092,34.667717,c5df06f1-f6c2-427f-89ff-63ae1e286609,34.667717,0.388092
4383,74,KISII CAMPUS MEDICAL CENTRE,4242,NYANZA,KISII CENTRAL,KEUMBU,BOSONGO,BOBARACHO,GPS,6,PRIV,-0.68899,34.78193,df2b2123-907d-43cc-96d9-5b2152cb6f5d,34.78193,-0.68899
4384,107,MURANDA MED CLINIC,0,WESTERN,KAKAMEGA,SHINYALU,MURHANDA,SHISEMBE,AMKENI,6,PRIV,0.263935,34.796002,30e492c6-12b0-4593-aaea-e18974abb887,34.796002,0.263935
4385,75,KISII MEDICAL CENTRE,0,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,6,PRIV,-0.67088,34.77193,9ade3a9a-5c24-4ac1-9fd9-6e5ac79f0673,34.77193,-0.67088
4386,108,MUSAA CLINIC,4213,WESTERN,KAKAMEGA,MUNICIPALITY,BUKHUNGU,SHIRERE,AMKENI,6,PRIV,0.26181,34.724919,e64974e8-eb2d-4d3e-b709-dc06ec9d49b4,34.724919,0.26181
4387,76,MASIMBA MED. CLINIC,0,NYANZA,KISII CENTRAL,MASABA,NYARIBARI MASABA,KEREMA,GPS,6,PRIV,-0.86023,34.94007,3deeb885-6b91-4cb3-afb7-833821f56e18,34.94007,-0.86023
4388,109,MUSINGU MED CLINIC,0,WESTERN,KAKAMEGA,KABRAS,SHIRUGU,SHIVIKHWA,AMKENI,6,PRIV,0.445708,34.852136,0567c90b-3773-4d67-8ec6-ca5670fa4f30,34.852136,0.445708
4389,110,NAMBACHA CLINIC,3739,WESTERN,KAKAMEGA,NAVAKHOLO,NAMBACHA,NAMBACHA,DSA/DFH(MOH)-UNFPA REPORT,6,PRIV,0.391534,34.6925,48ed7b06-a3e2-49d9-b4a7-499822ef4ff9,34.6925,0.391534
4390,77,MATONGO FH CLINIC,0,NYANZA,KISII CENTRAL,SUNEKA,BOMARIBA,BOROKO,GPS,6,PRIV,-0.62924,34.7207,d9de4f75-393e-4519-996d-b6bdb3e07992,34.7207,-0.62924
4391,78,MENYINKWA MEDICAL CLINIC,0,NYANZA,KISII CENTRAL,KEUMBU,BOSONGO,NYAURA,GPS,6,PRIV,-0.70266,34.76976,bbc6614d-8ff8-4cef-b271-b738aba05b29,34.76976,-0.70266
4392,111,SABATIA MEDICAL CLINIC,0,WESTERN,KAKAMEGA,SHINYALU,ILESI,MUKHONJE,ILRI MKT CENTRE,6,PRIV,0.23428,34.752464,b3a73bd2-87b3-4b2f-97cb-9a5f98da631d,34.752464,0.23428
4393,112,SHALOM MED CLINIC,0,WESTERN,KAKAMEGA,SHINYALU,SHIBUYE,SHIASABA,AMKENI,6,PRIV,0.222634,34.813625,065fbed1-9c2d-42b0-a0fc-5c254e11cfe8,34.813625,0.222634
4394,79,MOIGE MEDICAL CLINIC,0,NYANZA,KISII CENTRAL,KEUMBU,KEGATI,NYANGURU,GPS,6,PRIV,-0.70071,34.79882,8aea3758-6271-4e4e-95cc-a9f5c536350b,34.79882,-0.70071
4395,113,SHINYALU CENTRAL CLINIC,0,WESTERN,KAKAMEGA,SHINYALU,SHIBUYE,SHING'ONDO,AMKENI,6,PRIV,0.22738,34.816098,50b966bf-e938-421c-b968-2c859cedc3b3,34.816098,0.22738
4396,114,"ST. ELIZABETH HOSPITAL, MUKUMU",0,WESTERN,KAKAMEGA,SHINYALU,KHAYEGA,SHITOCHI,AMKENI,5,PRIV,0.213005,34.768944,fba6066e-928e-476e-9c16-956b06c88cfd,34.768944,0.213005
4397,80,MOSCARE MEDICAL CLINIC,0,NYANZA,KISII CENTRAL,KEUMBU,BOSONGO,NYAURA,GPS,6,PRIV,-0.68494,34.77549,f7f6fa7c-c7b4-4e77-8412-5d3f5642147c,34.77549,-0.68494
4398,115,ST. MARTHA'S CHIMOI DISP,0,WESTERN,KAKAMEGA,KABRAS,SHIVANGA,TOMBO,AMKENI,6,PRIV,0.572324,34.830662,71d710bd-c87a-4ebb-9736-6f6d87aafc72,34.830662,0.572324
4399,81,MWANANCHI  DISP,0,NYANZA,KISII CENTRAL,SUNEKA,BOGIAKUMU,BOMWANDA,GPS,4,PRIV,-0.66096,34.73825,b522b8e5-0de0-4d48-a0e8-d7739871a2a5,34.73825,-0.66096
4400,116,TURUVINI CLINIC,0,WESTERN,KAKAMEGA,IKOLOMANI,SHIKUMU,SHABWALI,AMKENI,6,PRIV,0.166807,34.696788,1dca9770-c576-40be-9140-1795cb389ede,34.696788,0.166807
4401,82,MWEMBE MEDICAL CLINIC,0,NYANZA,KISII CENTRAL,MOSOCHO,NYATIEKO,MWAMOSIOMA(MOSOCHO),GPS,6,PRIV,-0.63452,34.77566,8a884b7b-a544-4f68-9317-a9d705357dc2,34.77566,-0.63452
4402,117,UPENDO CLINIC,4646,WESTERN,KAKAMEGA,NAVAKHOLO,BUNYALA WEST,LUSUMU,AMKENI,6,PRIV,0.362409,34.625339,704e3ce5-1770-4f59-a1aa-f999254c581c,34.625339,0.362409
4403,83,NYABUNWA COMMUNITY HEALTH CLINIC,0,NYANZA,KISII CENTRAL,SUNEKA,BOMORENDA,BONYANCHAIRE,GPS,6,PRIV,-0.67578,34.70688,8f3848a7-2777-48ab-a0b9-81dd078df6e8,34.70688,-0.67578
4404,15,BIBERION CLINIC,0,WESTERN,LUGARI/MALAVA,LIKUYANI,NZOIA,MATUNDA(LUGARI),AMKENI,6,PRIV,0.825262,35.120877,c73b6d44-25d4-4da0-bb66-d3602a676f3f,35.120877,0.825262
4405,84,NYAMATUTA PRIVATE CLINIC,4482,NYANZA,KISII CENTRAL,MOSOCHO,ETORA,BIGEGE(C.KISII),SUBLOC CENTROID,6,PRIV,-0.58367,34.7525,4243edfc-2316-4dd3-b594-78e091f2dd56,34.7525,-0.58367
4406,17,FRIENDS CLINIC,0,WESTERN,LUGARI/MALAVA,LIKUYANI,NZOIA,MATUNDA(LUGARI),AMKENI,6,PRIV,0.831555,35.120662,f7b8397a-fa30-41a8-96b4-9aa2da2576ea,35.120662,0.831555
4407,85,NYANGENA HOSPITAL,0,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,MWAMOSIOMA(TOWNSHIP),GPS,5,PRIV,-0.66002,34.74823,9206ed96-d848-442f-ac64-e7d0685098c3,34.74823,-0.66002
4408,18,GO DOWN MEDICAL CLINIC,0,WESTERN,LUGARI/MALAVA,LIKUYANI,NZOIA,MATUNDA(LUGARI),AMKENI,6,PRIV,0.839307,35.107917,1d1d795e-a1b6-4029-95b2-3633f5e60c5c,35.107917,0.839307
4409,0,NYANSIRE MEDICAL CLINIC,0,NYANZA,KISII CENTRAL,KEUMBU,KEUMBU,BIRONGO,GPS,6,PRIV,-0.7575,34.9118,d82442f8-62f1-4051-be27-711dcba973a1,34.9118,-0.7575
4410,113,MABUSI HEALTH CENTRE,0,WESTERN,LUGARI/MALAVA,LIKUYANI,SINOKO,MILIMANI(LUGARI),ILRI VILLAGES,3,PRIV,0.850481,35.113114,daa7617b-2d9e-4229-ac6d-7490ca5c299a,35.113114,0.850481
4411,86,NYAORE DISP,3771,NYANZA,KISII CENTRAL,MOSOCHO,BOGEKA,GESONI,GPS,4,PRIV,-0.60557,34.76726,99098473-8337-4083-b85f-eb9e8794733f,34.76726,-0.60557
4412,19,MARCO AFYA CENTRE,0,WESTERN,LUGARI/MALAVA,LIKUYANI,NZOIA,MATUNDA(LUGARI),AMKENI,6,PRIV,0.827788,35.12158,d92eda89-9bed-4ec9-8211-82d129c48779,35.12158,0.827788
4413,0,NYAUNDI CLINIC,0,NYANZA,KISII CENTRAL,MOSOCHO,NYAMACHEMANGE,MATIEKO,GPS,6,PRIV,-0.58397,34.7316,0a4e2399-5cac-47c0-8b64-2b11d09a311c,34.7316,-0.58397
4414,21,MUTONI MEDICAL CLINIC,0,WESTERN,LUGARI/MALAVA,LIKUYANI,NZOIA,MATUNDA(LUGARI),AMKENI,6,PRIV,0.825788,35.121532,bb0c5268-b03b-43b3-8d56-36221633a626,35.121532,0.825788
4415,0,OGEGA PRIVATE CLINIC,0,NYANZA,KISII CENTRAL,KEUMBU,KIOGORO,MATUMWA,GPS,6,PRIV,-0.75065,34.7889,d9011406-f4c3-4dbf-bd72-64951048985a,34.7889,-0.75065
4416,22,NZOIA COMMUNITY HEALTH CLINIC,0,WESTERN,LUGARI/MALAVA,LIKUYANI,SINOKO,NZOIA(LUGARI),AMKENI,6,PRIV,0.867458,35.044375,4fef186d-3057-4094-8dd3-95284c9d123d,35.044375,0.867458
4417,23,SOYSAMBU COMMUNITY DISP.,0,WESTERN,LUGARI/MALAVA,LIKUYANI,KONGONI,MAWE TATU,AMKENI,4,PRIV,0.777052,35.1048,b5b290c9-c0a4-4240-8541-f3c3ab2cb08c,35.1048,0.777052
4418,0,ONDUSO PRIVATE CLINIC,0,NYANZA,KISII CENTRAL,MARANI,MWAKIBAGENDI,ONYWERE,GPS,6,PRIV,-0.58977,34.78055,ea118ba4-fd3f-4774-ac3e-cb6287703076,34.78055,-0.58977
4419,24,ST. MARY'S MAUTUMA CLINIC,0,WESTERN,LUGARI/MALAVA,LUGARI,MAUTUMA,MBAGARA,AMKENI,6,PRIV,0.707857,35.009882,ab872948-ce26-4ec3-b80e-2d19c16ff838,35.009882,0.707857
4420,0,ONGERI'S HEALTH CLINIC,0,NYANZA,KISII CENTRAL,SUNEKA,BOMARIBA,BOMARIBA,GPS,6,PRIV,-0.63039,34.7025,a0d36b0a-10b8-4389-9178-ce04a3010553,34.7025,-0.63039
4421,18,CENTRAL CLINIC,0,WESTERN,TESO,AMAGORO,AKADETEWAI,KOMIRIAI,DHMT,6,PRIV,0.641481,34.274248,76c6e127-0faa-409c-ba26-33ff7c0162a0,34.274248,0.641481
4422,0,PETER'S PRIVATE CLINIC,0,NYANZA,KISII CENTRAL,MOSOCHO,NYAMACHEMANGE,SANTA,GPS,6,PRIV,-0.57115,34.75049,97a5dedb-66bc-46cc-831b-050b98652f28,34.75049,-0.57115
4423,19,LAKEVIEW CLINIC,0,WESTERN,TESO,AMAGORO,AMONI,KAJEI,DHMT,6,PRIV,0.634578,34.270797,6bc2577f-b268-456f-b90e-6576482c9d7d,34.270797,0.634578
4424,87,RAM MEMORIAL HOSPITAL LTD.,0,NYANZA,KISII CENTRAL,TOWNSHIP,TOWNSHIP,TOWNSHIP(KISII),GPS,5,PRIV,-0.67377,34.77308,2620e3dc-34c9-4551-95b8-c9531fbcef5b,34.77308,-0.67377
4425,21,MT. ELGON COTTAGE HOSP.,0,WESTERN,TESO,AMAGORO,AKADETEWAI,KOMIRIAI,DHMT,5,PRIV,0.63918,34.277124,1959284b-0ce6-4cc9-b5eb-274af898764e,34.277124,0.63918
4426,88,ROBINSON MUTURWA'S CLINIC,0,NYANZA,KISII CENTRAL,KEUMBU,KEGATI,KEGATI,GPS,6,PRIV,-0.70755,34.81914,787b9384-331c-408a-9e7c-821e6f222ca9,34.81914,-0.70755
4427,45,AFYA CHAVAKALI CLINIC,0,WESTERN,VIHIGA,SABATIA,CHAVAKALI,WALODEYA,AMKENI,6,PRIV,0.116274,34.731469,b7ad4ca9-1744-4ed5-bd94-62ca34911c71,34.731469,0.116274
4428,89,ROGA MEDICAL CENTRE,3913,NYANZA,KISII CENTRAL,MARANI,MWAGICHANA,IGEMO,ILRI TOWNS,6,PRIV,-0.57545,34.7981,91d7090f-ab4e-4a89-b46f-2bce3f4321f8,34.7981,-0.57545
4429,46,ALIMBO MEDICAL CLINIC,0,WESTERN,VIHIGA,SABATIA,NORTH MARAGOLI,MUDETE,DHMT,6,PRIV,0.128604,34.773958,0ee484f7-5f13-44f8-9df4-447da9d16814,34.773958,0.128604
4430,90,ST VERONICA MEDICAL CLINIC,0,NYANZA,KISII CENTRAL,KEUMBU,BOSONGO,NYAURA,GPS,6,PRIV,-0.68378,34.77338,188936e1-3322-4ac1-b943-12b48f164282,34.77338,-0.68378
4431,47,ALLIANCE CLINIC,0,WESTERN,VIHIGA,SABATIA,CHAVAKALI,WALODEYA,ILRI MKT CENTRE,6,PRIV,0.120212,34.739319,d4a4c549-5379-47df-9e98-817d8aa95d9e,34.739319,0.120212
4432,91,SUNEKA CLINIC,0,NYANZA,KISII CENTRAL,SUNEKA,BOMORENDA,BONYANCHAIRE,GPS,6,PRIV,-0.67489,34.70718,5e8c3622-82d2-4ce8-ad5e-1c6d0b097ec9,34.70718,-0.67489
4433,48,ALPHA MEDICAL CLINIC,0,WESTERN,VIHIGA,SABATIA,CHAVAKALI,WALODEYA,AMKENI,6,PRIV,0.112454,34.727864,b3dd1302-e921-4454-84ad-3cf4b3711178,34.727864,0.112454
4434,92,SUNEKA HEALTH UNIT,0,NYANZA,KISII CENTRAL,SUNEKA,BOMORENDA,BONYANCHAIRE,GPS,6,PRIV,-0.67496,34.70751,04eaad0a-c339-4f9e-9e47-ae7830b7bbf2,34.70751,-0.67496
4435,50,BOYANI MEDICAL CLINIC,0,WESTERN,VIHIGA,TIRIKI WEST,JEPKOYAI,TIGOI,ILRI VILLAGES,6,PRIV,0.02,34.72,b69618d3-fea6-46bd-bfd1-69cf179136ff,34.72,0.02
4436,93,SUNEKA MEDICAL CLINIC (ROYAL),0,NYANZA,KISII CENTRAL,SUNEKA,BOMORENDA,BONYANCHAIRE,GPS,6,PRIV,-0.67591,34.70904,3988fe73-24fe-4f41-9c4c-b8d682be3f4f,34.70904,-0.67591
4437,74,GESIMA MB CLINIC,3037,NYANZA,KISII NORTH,RIGOMA,GESIMA,RIAMONI,ILRI MKT CENTRE,6,PRIV,-0.706945,34.991178,ccb905de-1902-4f7b-90cc-8c7e2b8d9cc1,34.991178,-0.706945
4438,51,CAROL AFANDE MEMORIAL CLINIC,0,WESTERN,VIHIGA,SABATIA,CHAVAKALI,IGUNGA,AMKENI,6,PRIV,0.111784,34.706368,7e8a558a-65c2-46f0-b306-631435328e26,34.706368,0.111784
4439,77,HAPPY CLINIC,3461,NYANZA,KISII NORTH,NYAMIRA,BONYAMATUTA CHA,TOWNSHIP(NYAMIRA),ILRI MKT CENTRE,6,PRIV,-0.557761,34.932733,68f80f6e-7545-40f1-987a-3d8f011f50d8,34.932733,-0.557761
4440,52,CHAVAKALI CLINIC,0,WESTERN,VIHIGA,SABATIA,CHAVAKALI,WALODEYA,ILRI MKT CENTRE,6,PRIV,0.120212,34.739319,6112b049-a0bd-4b0c-89ae-0391aca507dc,34.739319,0.120212
4441,79,HEMA HOSPITAL,0,NYANZA,KISII NORTH,RIGOMA,EAST KITUTU,BOCHARIA,HD MAPS,5,PRIV,-0.76496,34.9472,515a64a4-3bf1-4d5e-b4e1-94d01ebc5c82,34.9472,-0.76496
4442,53,E E OGOT'S MED CLINIC,0,WESTERN,VIHIGA,SABATIA,NORTH MARAGOLI,MUDETE,AMKENI,6,PRIV,0.1171,34.771487,0d56b2c3-aaa9-4079-9c92-711e46a45897,34.771487,0.1171
4443,81,IBARA DISP,1484,NYANZA,KISII NORTH,EKERENYO,KIABONYORU,NYANGOGE(NYAMIRA),ILRI VILLAGES,4,PRIV,-0.58,34.97,802eebaf-7f73-42cc-84ff-9484349970aa,34.97,-0.58
4444,54,EQUATOR HOSPITAL LUANDA,4644,WESTERN,VIHIGA,LUANDA,S.W BUNYORE,MWITUBWI,AMKENI,5,PRIV,0.022804,34.588619,96c8be28-189e-4186-a5c7-554a99452a69,34.588619,0.022804
4445,86,KEMERA DISP,3456,NYANZA,KISII NORTH,MANGA,KEMERA,KEMERA,ILRI MKT CENTRE,4,PRIV,-0.663711,34.83166,beb6bbb4-ce46-455b-853f-e22d0406e0fd,34.83166,-0.663711
4446,55,ESIRULO CLINIC,4643,WESTERN,VIHIGA,LUANDA,CENTRAL BUNYORE,ESIRULO,SUBLOC CENTROID,6,PRIV,0.116597,34.614424,5492d483-5c62-4a0a-b873-2a43c7025418,34.614424,0.116597
4447,89,KERITOR DISP,1491,NYANZA,KISII NORTH,BORABU,KIANGENI,NYANKONO,ILRI VILLAGES,4,PRIV,-0.57,35.0465,3d8ca5a7-d339-4dd5-b104-dc9bb94d4f17,35.0465,-0.57
4448,56,FRIENDS CLINIC,4389,WESTERN,VIHIGA,VIHIGA,WAMULUMA,MBIHI,ILRI MKT CENTRE,6,PRIV,0.084016,34.722109,21b620df-0b6f-4f9a-b998-d4b3c7b92f00,34.722109,0.084016
4449,91,KIPTENDEN DISP,3439,NYANZA,KISII NORTH,BORABU,KIANGENI,NYANKONO,ILRI VILLAGES,4,PRIV,-0.5,35.05,356d5a31-ae5e-46af-b895-f92d725e7e35,35.05,-0.5
4450,58,HIGHWAY MED CENTRE,0,WESTERN,VIHIGA,LUANDA,S.W BUNYORE,MWITUBWI,AMKENI,6,PRIV,0.022101,34.589081,a7d8dbc3-f3c9-410c-95a5-da0653782631,34.589081,0.022101
4451,94,MAGWAGWA CENTRAL CLINIC,3469,NYANZA,KISII NORTH,EKERENYO,N. MUG. CHACHE,MAGWAGWA,ILRI VILLAGES,6,PRIV,-0.47,35.03,69d62d40-6dab-4562-9a22-c7886db766af,35.03,-0.47
4452,59,JAMII MED CLINIC,0,WESTERN,VIHIGA,VIHIGA,CENTRAL MARAGOLI,EMANDA,AMKENI,6,PRIV,0.046225,34.72091,d4158f57-774c-4c6e-a64e-65b377b06671,34.72091,0.046225
4453,95,MAGWAGWA HAPPY CLINIC,3467,NYANZA,KISII NORTH,EKERENYO,N. MUG. CHACHE,BONYENGWE,ILRI VILLAGES,6,PRIV,-0.48,35.02,f549cdb7-1e73-4f6b-9ad4-3824dd56490d,35.02,-0.48
4454,60,JEBROK MED CLINIC,0,WESTERN,VIHIGA,TIRIKI WEST,JEPKOYAI,TIGOI,AMKENI,6,PRIV,0.001207,34.738614,f2cc509d-fb24-4585-b182-987f676742e9,34.738614,0.001207
4455,61,JOSHI MED CLINIC,0,WESTERN,VIHIGA,TIRIKI EAST,SHAVIRINGA,SHIRU,AMKENI,6,PRIV,0.142441,34.882321,0948da44-95e6-42e6-8264-f5d761b6d38e,34.882321,0.142441
4456,96,MAGWAGWA MEDICAL CLINIC,3468,NYANZA,KISII NORTH,EKERENYO,N. MUG. CHACHE,MAGWAGWA,ILRI VILLAGES,6,PRIV,-0.47,35.02,bd510be2-5a5b-42a3-8bc7-a67548d64a60,35.02,-0.47
4457,62,KAVIRONDO DISP,4641,WESTERN,VIHIGA,VIHIGA,WAMULUMA,MBIHI,DHMT,4,PRIV,0.077789,34.718659,d9bd0016-2b34-40a8-b2b8-827b2a85b96e,34.718659,0.077789
4458,101,MOGUSII MEDICAL CLINIC,0,NYANZA,KISII NORTH,BORABU,MEKENENE,MOGUSII(NYAMIRA),SUBLOC CENTROID,6,PRIV,-0.666268,35.05143,b5db8d2f-19cc-4c14-9752-9ff87f67693d,35.05143,-0.666268
4459,63,KIBOSWA MEDICAL CLINIC,0,WESTERN,VIHIGA,TIRIKI WEST,TAMBUA,GAMALENGA,AMKENI,6,PRIV,-0.021404,34.741708,3712a0c1-b6a2-48ca-9ee9-f97ea6694d25,34.741708,-0.021404
4460,105,NYAMIRA CENTRAL MEDICAL CLINIC,3460,NYANZA,KISII NORTH,NYAMIRA,BONYAMATUTA CHA,TOWNSHIP(NYAMIRA),SUBLOC CENTROID,6,PRIV,-0.567023,34.93479,3d7e33d9-a06e-4b52-a988-176012a07c7a,34.93479,-0.567023
4461,64,LISASWA MED CLINIC,0,WESTERN,VIHIGA,SABATIA,WEST MARAGOLI,KISATIRU,AMKENI,6,PRIV,0.130211,34.746923,e2fee601-02b8-46d4-9bf9-80539eefc070,34.746923,0.130211
4462,106,OMOGONCHORO MEDICAL CLINIC,3457,NYANZA,KISII NORTH,MANGA,CENTRAL KITUTU,MORAKO,ILRI MKT CENTRE,6,PRIV,-0.611647,34.834286,da2b4dde-be14-427b-93c3-9751dae9093a,34.834286,-0.611647
4463,65,LUANDA MEDICAL CHILDHEALTH ANS MEDICAL SERVICES,0,WESTERN,VIHIGA,LUANDA,WEST BUNYORE,EBUSIKHALE,ILRI MKT CENTRE,6,PRIV,0.026038,34.586403,61b60ddf-7a08-4a59-bc1a-e4801c9813a2,34.586403,0.026038
4464,66,LUANDA WAYSIDE MEDICAL CLINIC,0,WESTERN,VIHIGA,LUANDA,WEST BUNYORE,EBUSIKHALE,AMKENI,6,PRIV,0.028163,34.584634,af3f89b7-a29e-4992-b0ca-e27f8e2bb774,34.584634,0.028163
4465,113,SOTIK HIGHLANDS DISP,1499,NYANZA,KISII NORTH,BORABU,MEKENENE,MWONGORI,ILRI MKT CENTRE,4,PRIV,-0.687633,35.05,e99fd982-d0dd-4067-ba1e-4b5f7692e83b,35.05,-0.687633
4466,67,LUSENGELI CLINIC,0,WESTERN,VIHIGA,SABATIA,WODANGA,LUSENGELI,AMKENI,6,PRIV,0.112202,34.811082,d03bbcea-4847-4146-bfd3-a499b3db8700,34.811082,0.112202
4467,69,ACOBOS CLINIC,0,NYANZA,KISUMU,WINAM,TOWNSHIP,NORTHERN,ILRI MKT CENTRE,6,PRIV,-0.096534,34.763332,78331866-4b9d-42f2-a114-b2f4b6f69e9f,34.763332,-0.096534
4468,68,LWANDA CLINIC,6127,WESTERN,VIHIGA,LUANDA,WEST BUNYORE,EBUSIEKWE,DSA/DFH(MOH)-UNFPA REPORT,6,PRIV,0.069278,34.5739,51944d3c-56da-4577-a5de-f5fb019045ea,34.5739,0.069278
4469,70,AGA KHAN HOSPITAL,1326,NYANZA,KISUMU,WINAM,TOWNSHIP,NORTHERN,DDP,5,PRIV,-0.097193,34.7629,f6e24b1b-24ad-42e9-a280-c344177dd8ef,34.7629,-0.097193
4470,69,MAJENGO MEDICAL CLINIC,0,WESTERN,VIHIGA,VIHIGA,CENTRAL MARAGOLI,IKUMBA,ILRI MKT CENTRE,6,PRIV,0.052262,34.723808,11a2843d-c011-4a96-a202-8604fd27e695,34.723808,0.052262
